Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
921,2023-12-03,CUST921,Female,46,Beauty,1,50,50
922,2023-12-03,CUST922,Male,31,Electronics,3,500,1500
923,2023-12-03,CUST923,Male,41,Beauty,1,50,50
924,2023-12-04,CUST924,Female,45,Electronics,1,300,300
925,2023-12-04,CUST925,Female,61,Beauty,3,25,75
926,2023-12-04,CUST926,Male,43,Clothing,3,25,75
927,2023-12-05,CUST927,Female,38,Clothing,3,50,150
928,2023-12-05,CUST928,Female,30,Beauty,4,50,200
929,2023-12-06,CUST929,Female,42,Electronics,4,500,2000
930,2023-12-06,CUST930,Male,23,Clothing,3,300,900
931,2023-12-06,CUST931,Female,52,Clothing,4,50,200
932,2023-12-07,CUST932,Male,30,Electronics,3,300,900
933,2023-12-07,CUST933,Male,61,Electronics,3,500,1500
934,2023-12-07,CUST934,Female,33,Clothing,3,25,75
935,2023-12-08,CUST935,Male,39,Electronics,2,300,600
936,2023-12-08,CUST936,Male,54,Beauty,1,25,25
937,2023-12-08,CUST937,Female,62,Electronics,3,500,1500
938,2023-12-09,CUST938,Male,30,Beauty,4,50,200
939,2023-12-09,CUST939,Female,52,Beauty,4,30,120
940,2023-12-10,CUST940,Female,23,Beauty,4,30,120
941,2023-12-10,CUST941,Male,38,Electronics,2,500,1000
942,2023-12-10,CUST942,Female,49,Clothing,1,25,25
943,2023-12-11,CUST943,Male,52,Clothing,4,300,1200
944,2023-12-11,CUST944,Male,41,Beauty,1,30,30
945,2023-12-11,CUST945,Female,37,Beauty,1,25,25
946,2023-12-12,CUST946,Female,39,Beauty,2,30,60
947,2023-12-12,CUST947,Male,24,Electronics,2,300,600
948,2023-12-13,CUST948,Male,22,Beauty,1,25,25
949,2023-12-13,CUST949,Male,27,Beauty,2,30,60
950,2023-12-13,CUST950,Male,42,Beauty,2,30,60
951,2023-12-14,CUST951,Male,50,Clothing,3,25,75
952,2023-12-14,CUST952,Female,28,Electronics,4,300,1200
953,2023-12-14,CUST953,Female,44,Clothing,2,300,600
954,2023-12-15,CUST954,Female,45,Clothing,1,300,300
955,2023-12-15,CUST955,Male,34,Clothing,1,25,25
956,2023-12-15,CUST956,Female,52,Electronics,2,500,1000
957,2023-12-16,CUST957,Male,40,Beauty,2,25,50
958,2023-12-16,CUST958,Male,46,Beauty,1,30,30
959,2023-12-17,CUST959,Male,46,Electronics,4,300,1200
960,2023-12-17,CUST960,Female,32,Electronics,1,500,500
961,2023-12-17,CUST961,Female,55,Electronics,2,500,1000
962,2023-12-18,CUST962,Male,43,Beauty,2,25,50
963,2023-12-18,CUST963,Female,23,Electronics,3,300,900
964,2023-12-18,CUST964,Female,20,Beauty,1,50,50
965,2023-12-19,CUST965,Male,53,Beauty,2,25,50
966,2023-12-19,CUST966,Male,29,Electronics,4,300,1200
967,2023-12-19,CUST967,Male,31,Clothing,2,300,600
968,2023-12-20,CUST968,Female,53,Beauty,2,50,100
969,2023-12-20,CUST969,Male,49,Beauty,1,25,25
970,2023-12-21,CUST970,Male,48,Clothing,3,300,900
971,2023-12-21,CUST971,Female,23,Beauty,4,25,100
972,2023-12-21,CUST972,Male,47,Beauty,2,25,50
973,2023-12-22,CUST973,Male,45,Clothing,3,25,75
974,2023-12-22,CUST974,Male,19,Electronics,1,300,300
975,2023-12-22,CUST975,Male,58,Clothing,4,25,100
976,2023-12-23,CUST976,Male,44,Beauty,4,25,100
977,2023-12-23,CUST977,Female,46,Electronics,3,500,1500
978,2023-12-23,CUST978,Female,57,Beauty,3,25,75
979,2023-12-24,CUST979,Male,57,Beauty,3,25,75
980,2023-12-24,CUST980,Female,51,Clothing,1,50,50
981,2023-12-25,CUST981,Male,59,Beauty,1,50,50
982,2023-12-25,CUST982,Female,63,Electronics,4,300,1200
983,2023-12-25,CUST983,Female,50,Clothing,4,25,100
984,2023-12-26,CUST984,Male,22,Clothing,2,50,100
985,2023-12-26,CUST985,Female,18,Clothing,2,300,600
986,2023-12-26,CUST986,Female,29,Electronics,2,300,600
987,2023-12-27,CUST987,Male,53,Beauty,3,25,75
988,2023-12-27,CUST988,Male,22,Beauty,3,30,90
989,2023-12-27,CUST989,Male,44,Electronics,3,300,900
990,2023-12-28,CUST990,Female,33,Clothing,1,300,300
991,2023-12-28,CUST991,Male,46,Clothing,2,300,600
992,2023-12-29,CUST992,Female,60,Electronics,4,500,2000
993,2023-12-29,CUST993,Female,34,Electronics,1,300,300
994,2023-12-29,CUST994,Male,24,Clothing,3,50,150
995,2023-12-30,CUST995,Male,49,Beauty,4,30,120
996,2023-12-30,CUST996,Male,20,Electronics,2,300,600
997,2023-12-30,CUST997,Female,35,Clothing,1,25,25
998,2023-12-31,CUST998,Male,19,Electronics,4,500,2000
999,2023-12-31,CUST999,Male,50,Electronics,4,300,1200
1000,2024-01-01,CUST1000,Male,51,Clothing,2,25,50
